project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
wind_energy,30.13,18,1181,207,Lakshadweep,2.31,2397.78
reforestation,445.66,8,714,759,West Bengal,0.96,410.88
solar_power,1.74,13,1265,1106,West Bengal,1.2,1116
green_building,484.25,7,699,572,Madhya Pradesh,1.18,672.6
solar_power,202.25,28,1125,336,Manipur,2.26,1414.76
methane_capture,30.49,12,1163,840,Telangana,1.78,1495.2
carbon_sequestration,249.14,17,1276,400,Madhya Pradesh,1.72,1376
wind_energy,397.18,17,1660,1417,Uttar Pradesh,1.49,2105.37
sustainable_agriculture,198.36,17,1536,428,Chhattisgarh,1.34,1589.24
biochar_production,308.23,12,617,526,Dadra and Nagar Haveli and Daman and Diu,2.2,902
green_building,206.02,6,1125,831,Bihar,1.27,819.15
methane_capture,54.39,24,1580,1209,Tamil Nadu,0.66,830.94
green_building,331.12,21,1617,591,Andhra Pradesh,0.82,972.52
methane_capture,25.7,18,1025,775,Chhattisgarh,0.76,608
solar_power,220.36,24,1158,143,Sikkim,1.08,943.92
afforestation,424.59,29,1863,1308,Uttar Pradesh,1.49,2083.02
biochar_production,315.76,27,518,495,Nagaland,1.6,550.4
reforestation,152.11,15,767,158,Sikkim,1.73,736.98
sustainable_agriculture,24.31,7,965,1161,Karnataka,1.26,953.82
electric_mobility,196.65,11,1368,158,Jammu and Kashmir,1.44,1666.08
reforestation,303.67,24,555,340,Assam,1.57,585.61
carbon_sequestration,229.79,8,911,152,Kerala,1.18,810.66
green_building,253.29,14,1183,449,Andhra Pradesh,0.86,695.74
solar_power,166.82,15,821,276,Tripura,1.98,754.38
wind_energy,234.26,12,1015,834,Rajasthan,0.9,576.9
sustainable_agriculture,3.44,19,804,115,Himachal Pradesh,0.95,331.55
green_building,451.96,20,766,242,Sikkim,0.5,322
wetland_restoration,232.91,23,1165,139,Mizoram,1.11,1168.83
geothermal_energy,40.48,19,435,710,Jharkhand,1.23,383.76
biochar_production,11.5,29,1276,302,Mizoram,0.59,559.32
wetland_restoration,332,5,635,1019,Punjab,1.83,763.11
afforestation,71.76,26,614,328,Kerala,0.6,272.4
reforestation,405.36,19,1701,1205,Tamil Nadu,1.25,1835
biochar_production,189.05,22,556,491,Goa,2.2,981.2
electric_mobility,348.12,7,1041,174,Ladakh,1.07,744.72
wetland_restoration,275.09,23,1122,71,Lakshadweep,1.01,976.67
biochar_production,371.73,20,1246,113,Chandigarh,2.29,2054.13
methane_capture,178.7,18,955,617,Rajasthan,0.72,608.4
electric_mobility,88.87,13,1874,1303,Tamil Nadu,2,2840
geothermal_energy,305.49,9,1355,1157,Maharashtra,2.45,2702.35
methane_capture,381.06,6,1016,489,Sikkim,0.71,560.9
electric_mobility,370.38,18,1007,451,Meghalaya,2.07,1442.79
carbon_sequestration,279.75,27,913,190,Himachal Pradesh,1.79,1279.85
green_building,304.62,28,474,169,Himachal Pradesh,2.25,801
electric_mobility,120.91,14,513,291,Ladakh,2.37,590.13
sustainable_agriculture,239.51,10,1303,764,Chhattisgarh,1.76,1710.72
electric_mobility,423.47,21,883,430,Mizoram,0.76,567.72
afforestation,337.87,25,1195,286,Puducherry,1.61,1640.59
sustainable_agriculture,462.59,7,821,232,Chandigarh,2.36,1198.88
green_building,462.43,24,564,468,Madhya Pradesh,2.11,508.51
afforestation,29.22,14,1385,274,Assam,0.65,645.45
wind_energy,241.92,15,1257,102,Puducherry,0.58,552.74
reforestation,319.28,5,1293,279,Tripura,2.11,2101.56
solar_power,174.38,19,886,771,Bihar,2.35,1511.05
methane_capture,103.24,27,1296,289,Manipur,2.17,2426.06
biochar_production,252.48,17,1019,874,Chhattisgarh,2.27,2002.14
reforestation,354.24,12,708,252,Himachal Pradesh,2.23,1108.31
biochar_production,92.03,11,938,922,Haryana,1.73,1404.76
carbon_sequestration,48.96,18,777,756,Rajasthan,2.01,1067.31
biochar_production,353.47,10,615,229,Puducherry,1.86,684.48
wetland_restoration,430.99,5,1004,689,Andhra Pradesh,2.21,1487.33
methane_capture,130.52,14,945,880,Andhra Pradesh,0.93,661.23
green_building,96.21,11,1527,1071,Punjab,1.17,1249.56
reforestation,421.05,8,1516,212,Tripura,1.16,1278.32
wind_energy,339.91,8,1083,790,Dadra and Nagar Haveli and Daman and Diu,2.41,2277.45
methane_capture,410.75,10,1777,1391,Uttar Pradesh,1.74,2298.54
geothermal_energy,312.54,25,1315,786,Odisha,0.61,613.66
electric_mobility,17.61,21,838,938,Punjab,1.37,516.49
biochar_production,229.58,29,1318,1207,Uttar Pradesh,0.96,1019.52
reforestation,448.01,16,1299,975,Haryana,0.71,768.93
carbon_sequestration,59.37,13,1124,153,Uttarakhand,0.93,839.79
biochar_production,420.08,9,1261,251,Uttarakhand,1.36,1457.92
wind_energy,244.69,21,1227,266,Jammu and Kashmir,1.93,2119.14
afforestation,70.89,19,1122,252,Lakshadweep,1.39,1299.65
wind_energy,23.08,18,1350,720,Dadra and Nagar Haveli and Daman and Diu,1.87,2152.37
afforestation,20.92,14,867,224,Nagaland,2.23,1028.03
wind_energy,309.24,19,526,359,Meghalaya,1.62,474.66
wind_energy,403.67,10,743,168,Himachal Pradesh,0.92,450.8
wind_energy,398.3,11,1135,153,Lakshadweep,0.87,634.23
geothermal_energy,319.52,9,664,958,Haryana,0.56,131.6
solar_power,122.97,10,427,134,Jammu and Kashmir,2.23,655.62
electric_mobility,355.09,19,722,954,Punjab,1.78,776.08
solar_power,432.45,19,1603,424,Arunachal Pradesh,0.66,741.84
wind_energy,9.02,20,684,226,Assam,1.43,730.73
reforestation,4.49,8,537,1122,Karnataka,1.2,507.6
wetland_restoration,295.73,11,900,315,Himachal Pradesh,2.16,1652.4
methane_capture,177.69,25,1314,688,Dadra and Nagar Haveli and Daman and Diu,1.44,1496.16
sustainable_agriculture,310.57,14,767,193,Mizoram,1.52,995.6
green_building,212.58,14,1300,117,Ladakh,0.92,955.88
wetland_restoration,7.12,17,1180,69,Puducherry,1.81,1388.27
afforestation,291.07,22,1048,784,West Bengal,0.87,504.6
wetland_restoration,480.07,20,1481,1200,Maharashtra,0.86,1148.1
electric_mobility,140.65,27,1368,134,Andaman and Nicobar Islands,2.28,2419.08
wetland_restoration,498.02,9,1200,969,Punjab,2.03,2030
reforestation,274.42,21,715,1195,West Bengal,1.34,576.2
carbon_sequestration,9.13,6,1075,168,Tripura,1.57,1218.32
wind_energy,422.56,17,1524,158,Sikkim,0.71,851.29
geothermal_energy,349.31,29,1274,1251,Gujarat,1.33,1425.76
green_building,453.43,23,1141,816,Haryana,1.08,811.08
afforestation,473.33,6,1229,243,Chandigarh,1.32,1091.64
afforestation,343.19,17,1423,1024,Telangana,2.05,2173
afforestation,354.06,22,1204,1053,Telangana,2.18,2289
green_building,31.68,27,765,1090,West Bengal,0.84,437.64
afforestation,319.84,29,1141,922,Odisha,0.96,815.04
green_building,146.05,22,1009,217,Tripura,0.96,749.76
wind_energy,350.47,22,1326,361,Meghalaya,0.73,857.75
wind_energy,453.08,27,1012,394,Manipur,1.47,1006.95
electric_mobility,307.86,20,1191,284,Uttarakhand,1.19,903.21
methane_capture,135.94,9,922,190,Puducherry,0.92,593.4
electric_mobility,411.32,22,1060,475,Jharkhand,0.74,621.6
methane_capture,111.59,27,1303,1362,Gujarat,0.67,783.9
solar_power,41.73,5,1386,979,Telangana,0.86,848.82
afforestation,47.66,11,1435,242,Manipur,1.81,1753.89
green_building,357.16,21,694,793,Chhattisgarh,0.74,342.62
wetland_restoration,379.65,24,1478,1359,Uttar Pradesh,2.12,2658.48
geothermal_energy,213.96,19,686,280,Goa,0.85,302.6
green_building,25.22,9,1158,1156,Telangana,1.16,1118.24
solar_power,365.19,26,792,293,Meghalaya,0.9,356.4
methane_capture,99.87,29,1291,85,Andaman and Nicobar Islands,1.22,1395.68
green_building,57.44,20,1318,109,Himachal Pradesh,1.88,1652.52
geothermal_energy,279.54,13,1150,241,Lakshadweep,2.11,1753.41
reforestation,428.1,18,981,849,Jharkhand,2.2,1654.4
geothermal_energy,245.65,8,1335,77,Puducherry,0.75,636
sustainable_agriculture,145.14,6,1282,130,Ladakh,0.64,721.28
biochar_production,69.27,25,944,810,West Bengal,2,964
sustainable_agriculture,297.21,10,1193,489,Nagaland,2.02,1751.34
biochar_production,154.18,8,402,855,Karnataka,0.69,191.13
reforestation,251.37,7,767,773,Jharkhand,0.93,288.3
electric_mobility,264.75,7,903,892,Odisha,2.04,854.76
reforestation,47.2,12,1410,497,Dadra and Nagar Haveli and Daman and Diu,1.27,1459.23
reforestation,253.45,6,999,226,Ladakh,1.34,1101.48
methane_capture,364.22,24,664,253,Lakshadweep,0.74,227.92
electric_mobility,365.33,5,1527,1247,Tamil Nadu,1.37,1924.85
biochar_production,69.54,12,1370,491,Sikkim,2.23,2522.13
carbon_sequestration,293.46,12,1207,920,Telangana,2.47,2163.72
green_building,24.23,28,1536,485,Arunachal Pradesh,1.74,1846.14
wind_energy,387.32,19,1230,1490,Maharashtra,1.94,1941.94
electric_mobility,444.08,17,1238,274,Manipur,1.94,1462.76
solar_power,333.37,5,685,138,Manipur,1.84,371.68
reforestation,205.87,16,986,248,Jammu and Kashmir,2.06,1266.9
afforestation,440.43,13,1533,1188,West Bengal,2.33,2481.45
carbon_sequestration,494.59,22,1052,580,Madhya Pradesh,0.96,546.24
biochar_production,111.34,12,634,212,Kerala,2.01,643.2
reforestation,62.77,27,683,728,Jharkhand,2.04,542.64
afforestation,210.17,9,1306,488,Tripura,1.96,1811.04
carbon_sequestration,452.85,18,1053,776,Chhattisgarh,1.58,1087.04
solar_power,281.73,16,346,1082,Karnataka,2.27,522.1
green_building,309.41,11,822,1020,Odisha,1.59,605.79
methane_capture,135.44,20,970,619,Jharkhand,0.54,277.02
afforestation,382.9,24,1374,799,Dadra and Nagar Haveli and Daman and Diu,2.11,2143.76
afforestation,436.18,10,815,869,Haryana,1.14,721.62
wind_energy,294.99,26,1442,57,Jammu and Kashmir,1.13,1124.35
green_building,40.11,24,1214,734,Rajasthan,1.1,815.1
methane_capture,317.61,6,990,401,Sikkim,2.04,1066.92
solar_power,254.96,10,744,292,Kerala,1.38,756.24
wind_energy,126.39,9,1284,157,Mizoram,1.36,1311.04
wind_energy,66.13,23,1153,584,Chhattisgarh,1.44,967.68
wind_energy,406.93,7,1394,187,Jammu and Kashmir,2.05,2275.5
sustainable_agriculture,299.98,12,1230,360,Mizoram,2.04,2086.92
biochar_production,479.86,6,713,235,Nagaland,1.54,836.22
afforestation,397.39,27,1009,553,Bihar,1.41,1281.69
geothermal_energy,481.65,6,1453,1321,Maharashtra,0.75,808.5
wind_energy,345.15,16,1179,716,Odisha,0.55,532.4
wind_energy,352.44,16,427,146,Andaman and Nicobar Islands,1.27,335.28
afforestation,99.04,16,732,809,West Bengal,2.03,1201.76
green_building,84.22,14,1200,670,Madhya Pradesh,2.37,2367.63
methane_capture,1.88,16,747,355,Goa,1.59,643.95
electric_mobility,396.42,21,1158,110,Uttarakhand,0.82,562.52
sustainable_agriculture,273.1,20,1117,191,Mizoram,2.46,1773.66
biochar_production,317.87,16,1457,1043,Tamil Nadu,0.84,924
carbon_sequestration,300.19,17,1261,416,Nagaland,1.54,1503.04
afforestation,287.62,29,1036,138,Lakshadweep,0.7,408.8
geothermal_energy,422.31,25,736,587,Madhya Pradesh,2.15,1296.45
afforestation,474.85,9,800,54,Lakshadweep,1.54,954.8
geothermal_energy,141.36,18,1198,97,Lakshadweep,1.08,1094.04
solar_power,371.16,14,734,91,Jammu and Kashmir,2.19,729.27
geothermal_energy,227.72,14,1655,1259,Tamil Nadu,0.97,1145.57
carbon_sequestration,421.1,12,822,803,Dadra and Nagar Haveli and Daman and Diu,1.33,727.51
carbon_sequestration,91.79,8,1210,297,Ladakh,1.74,1715.64
methane_capture,424.01,5,1851,1448,Gujarat,1.05,1467.9
reforestation,131.83,6,1180,434,Dadra and Nagar Haveli and Daman and Diu,2.09,1626.02
methane_capture,102.42,16,1387,469,Tripura,2.28,2339.28
carbon_sequestration,35.51,12,1619,1286,Delhi,0.69,833.52
wind_energy,28.37,10,1319,465,Manipur,0.57,467.4
green_building,365.52,29,1248,662,Bihar,1.15,952.2
solar_power,354.25,21,908,868,Punjab,0.81,615.6
geothermal_energy,433.38,26,1023,549,Chhattisgarh,0.53,369.41
wind_energy,402.54,13,1396,138,Tripura,1.19,1144.78
wetland_restoration,407.89,5,927,256,Puducherry,1.18,835.44
sustainable_agriculture,208.15,16,1435,663,Dadra and Nagar Haveli and Daman and Diu,1.92,1946.88
geothermal_energy,433.03,12,762,378,Uttarakhand,2.38,954.38
methane_capture,301.65,7,829,634,Jharkhand,1.52,978.88
biochar_production,6.34,28,1275,421,Uttarakhand,2.47,2072.33
geothermal_energy,39.98,13,1263,275,Uttarakhand,2.22,1840.38
biochar_production,437.43,28,1247,471,Nagaland,0.68,660.96
green_building,172.94,15,598,133,Kerala,1.82,400.4
geothermal_energy,3.34,16,628,196,Mizoram,1.43,629.2
green_building,170.5,10,1354,237,Chandigarh,0.58,652.5
wetland_restoration,108.35,5,562,958,Telangana,1.25,328.75
wetland_restoration,7.9,18,1298,812,West Bengal,0.65,724.1
wind_energy,143.16,9,1445,617,Jharkhand,1.02,1103.64
sustainable_agriculture,400.85,11,908,149,Puducherry,2.42,1553.64
methane_capture,117.09,15,1294,517,Chhattisgarh,1.9,1989.3
green_building,407.9,23,946,284,Jammu and Kashmir,2.04,1083.24
biochar_production,445.75,17,1592,1490,Maharashtra,2.36,2591.28
afforestation,385.61,20,951,284,Kerala,0.52,432.12
biochar_production,24.14,24,1007,160,Chandigarh,1.33,954.94
reforestation,248.49,28,1383,335,Uttarakhand,1.17,1338.48
sustainable_agriculture,433.05,14,1594,1263,Maharashtra,0.86,1257.32
geothermal_energy,108.45,7,1033,250,Puducherry,1.71,1395.36
sustainable_agriculture,475.3,25,408,307,Assam,1.99,565.16
electric_mobility,101.51,12,991,444,Meghalaya,2.02,1121.1
carbon_sequestration,237.59,22,758,123,Sikkim,1.91,1144.09
biochar_production,45.48,7,1793,1040,Gujarat,1.22,1579.9
methane_capture,61.76,24,1033,346,Himachal Pradesh,0.69,561.66
biochar_production,448.03,9,1405,738,Jharkhand,1.68,1530.48
sustainable_agriculture,430.52,13,926,146,Lakshadweep,1.18,959.34
afforestation,197,29,683,603,Madhya Pradesh,0.71,203.77
wetland_restoration,56.47,22,1229,1205,Tamil Nadu,2.15,2225.25
reforestation,418.15,7,1029,1168,West Bengal,2.16,1386.72
wind_energy,178.14,21,1282,796,Punjab,1.64,1397.28
wind_energy,121.21,28,1126,554,Madhya Pradesh,1.92,1777.92
afforestation,276.14,11,1407,911,Punjab,0.93,983.94
geothermal_energy,33.79,13,1017,640,Bihar,2.32,1832.8
methane_capture,245.81,12,676,247,Kerala,1.34,412.72
reforestation,223.64,18,922,824,Punjab,1.05,815.85
geothermal_energy,114.22,11,1246,247,Mizoram,0.64,652.8
green_building,408.86,24,1057,438,Madhya Pradesh,2.14,1217.66
green_building,97.89,21,1952,1297,Gujarat,0.78,1169.22
wetland_restoration,133.17,21,1489,404,Dadra and Nagar Haveli and Daman and Diu,1.68,1742.16
afforestation,357.01,8,1340,1157,Maharashtra,1.57,1855.74
biochar_production,66.93,25,941,307,Arunachal Pradesh,0.66,370.92
wind_energy,266.42,19,1635,1214,Tamil Nadu,2.32,2758.48
sustainable_agriculture,50.76,8,1034,835,Andhra Pradesh,1.12,790.72
solar_power,348.62,22,1665,1371,Maharashtra,1.95,2435.55
biochar_production,467.35,8,825,1027,Punjab,1.29,447.63
afforestation,438.67,9,562,744,Telangana,1.79,381.27
wetland_restoration,494.08,8,525,561,Chhattisgarh,1.69,520.52
wetland_restoration,385.11,15,1498,741,Telangana,1.07,1093.54
biochar_production,111.95,21,1150,103,Meghalaya,0.88,895.84
carbon_sequestration,305.09,19,610,714,Bihar,2.19,823.44
green_building,156.8,17,937,185,Goa,0.74,368.52
afforestation,326.44,9,660,785,Karnataka,1.51,591.92
solar_power,234.99,22,1166,1243,Maharashtra,0.63,646.38
solar_power,331.04,19,1171,786,Dadra and Nagar Haveli and Daman and Diu,0.65,646.75
wetland_restoration,331.87,19,1237,493,Bihar,1.83,1932.48
geothermal_energy,197.02,5,416,156,Ladakh,0.64,140.8
green_building,203.07,15,1122,486,Goa,1.09,853.47
methane_capture,359.78,27,759,399,Kerala,0.86,486.76
electric_mobility,236.25,13,829,488,Goa,1.55,826.15
electric_mobility,242.94,5,1412,471,Jharkhand,2.23,2546.66
geothermal_energy,240.29,22,1209,177,Ladakh,1.08,1144.8
electric_mobility,471.22,28,1251,302,Mizoram,2.5,1997.5
green_building,20.28,24,1396,278,Sikkim,2.48,2544.48
biochar_production,174.99,16,720,547,Bihar,1.36,704.48
geothermal_energy,200.9,16,959,474,Assam,1.31,652.38
carbon_sequestration,235.64,21,960,470,Sikkim,2.33,1526.15
solar_power,175.74,24,1342,206,Lakshadweep,0.64,663.04
methane_capture,370.68,14,767,1156,Karnataka,1.44,666.72
solar_power,232.55,24,754,247,Ladakh,1.28,459.52
green_building,461.09,28,566,846,Andhra Pradesh,1.92,595.2
biochar_production,258.98,24,850,992,West Bengal,1.03,606.67
solar_power,383.19,17,1417,599,Andhra Pradesh,0.66,653.4
carbon_sequestration,165.32,18,891,410,Arunachal Pradesh,0.79,606.72
biochar_production,261.33,9,771,187,Uttarakhand,1.34,668.66
carbon_sequestration,319.56,19,980,226,Jammu and Kashmir,1.34,940.68
reforestation,83.75,10,995,218,Jammu and Kashmir,2,1732
electric_mobility,374.21,29,1520,1389,Uttar Pradesh,0.79,820.81
reforestation,36.85,8,1164,162,Chandigarh,1.1,1131.9
electric_mobility,381.28,5,780,704,Haryana,2.49,1068.21
afforestation,236.19,22,735,588,Dadra and Nagar Haveli and Daman and Diu,1.24,345.96
biochar_production,13.95,10,901,740,Bihar,2.07,1639.44
green_building,230.51,19,1492,1102,Uttar Pradesh,1.44,1674.72
geothermal_energy,103.5,12,1691,1075,Uttar Pradesh,2.12,2845.04
green_building,389.34,17,899,171,Uttarakhand,0.76,508.44
electric_mobility,173.37,21,617,187,Arunachal Pradesh,0.69,348.45
methane_capture,155.5,19,697,229,Puducherry,1.74,671.64
sustainable_agriculture,369.45,17,1174,132,Chandigarh,1.94,1810.02
reforestation,12.54,9,588,771,Jharkhand,2.12,788.64
biochar_production,70.14,8,909,844,Rajasthan,0.95,685.9
sustainable_agriculture,95.7,17,1291,168,Puducherry,1.84,1527.2
sustainable_agriculture,471.41,14,779,925,Punjab,1.43,567.71
afforestation,14.31,12,1341,1057,Maharashtra,1.16,1163.48
reforestation,295.15,22,705,387,Arunachal Pradesh,2.26,827.16
biochar_production,119.2,5,1515,1354,Maharashtra,2.05,2214
electric_mobility,443.32,5,998,204,Lakshadweep,1.69,897.39
geothermal_energy,197.3,25,850,219,Jammu and Kashmir,1.57,974.97
wind_energy,468.17,18,1585,1397,Uttar Pradesh,0.96,1341.12
sustainable_agriculture,449.47,19,1264,851,Haryana,2.46,2656.8
geothermal_energy,107.56,7,930,820,Rajasthan,2.33,1551.78
solar_power,76.74,29,1770,1331,Delhi,2.07,2970.45
methane_capture,272.24,13,1185,887,Haryana,1.85,1972.1
afforestation,82.96,27,675,604,Dadra and Nagar Haveli and Daman and Diu,0.68,138.72
methane_capture,33.44,27,1388,828,Telangana,2.09,1935.34
wetland_restoration,47.4,16,1314,302,Uttarakhand,0.79,680.19
electric_mobility,103.59,25,753,380,Uttarakhand,2.22,723.72
green_building,418.93,16,1326,1103,Haryana,0.85,852.55
reforestation,403.45,5,1032,425,Rajasthan,1.77,1251.39
afforestation,378.77,19,312,100,Nagaland,1.41,284.82
biochar_production,2.54,7,822,857,Telangana,1.83,774.09
electric_mobility,93.37,22,1128,444,Mizoram,2.2,2081.2
biochar_production,69.27,16,1360,732,Rajasthan,0.79,713.37
carbon_sequestration,350.11,5,1034,149,Meghalaya,1.96,1262.24
biochar_production,83.64,19,881,727,Chhattisgarh,1.76,1342.88
geothermal_energy,126.83,16,437,324,Meghalaya,0.95,254.6
carbon_sequestration,203.64,21,662,1104,Haryana,0.9,257.4
afforestation,414.01,15,1079,456,Himachal Pradesh,2.48,1753.36
geothermal_energy,303.85,14,1080,59,Puducherry,0.69,645.84
carbon_sequestration,261.94,5,727,276,Kerala,0.75,369.75
biochar_production,66.31,12,1792,1382,Uttar Pradesh,1,1411
geothermal_energy,219.47,24,1345,1042,Gujarat,1.69,1972.23
geothermal_energy,61.1,17,1444,1180,Tamil Nadu,0.92,996.36
electric_mobility,134.5,21,408,666,Andhra Pradesh,1.93,424.6
reforestation,441.91,19,1245,258,Assam,1.16,1185.52
geothermal_energy,431.8,7,421,997,Karnataka,1.33,376.39
methane_capture,168.61,23,1108,779,Odisha,0.55,552.2
sustainable_agriculture,318.39,26,1062,584,Madhya Pradesh,0.62,445.16
wind_energy,484.46,18,1039,131,Himachal Pradesh,1.71,1349.19
green_building,383.6,19,620,632,Chhattisgarh,1.58,466.1
green_building,365.35,25,1652,1249,Delhi,1.98,2922.48
biochar_production,453.58,25,963,196,Puducherry,1.58,933.78
solar_power,418.72,24,903,477,Manipur,0.9,519.3
green_building,131.95,6,1188,880,Odisha,1.61,1221.99
methane_capture,2.16,24,1576,1459,Maharashtra,1.6,2129.6
biochar_production,317.08,14,1138,961,Telangana,1.79,1222.57
wetland_restoration,27.32,19,1233,675,Madhya Pradesh,1.33,1371.23
solar_power,478.7,29,767,218,Andaman and Nicobar Islands,1.99,626.85
electric_mobility,194.11,6,1153,775,Punjab,2.3,2019.4
reforestation,210.98,7,1139,1076,Maharashtra,2.06,2097.08
carbon_sequestration,242.52,28,1005,430,Jharkhand,1.15,610.65
electric_mobility,46.02,11,519,430,Kerala,1.29,476.01
electric_mobility,489.24,13,399,373,Goa,1.88,483.16
afforestation,184.3,8,829,394,Assam,2.37,1092.57
reforestation,207.72,16,1308,69,Puducherry,1.24,1165.6
wetland_restoration,399.88,12,1386,248,Ladakh,0.64,641.28
carbon_sequestration,45.72,19,911,1121,Haryana,2.25,1797.75
biochar_production,462.64,13,618,198,Jammu and Kashmir,1.8,880.2
solar_power,93.7,15,906,715,Karnataka,1.62,1124.28
wind_energy,25.82,22,1274,233,Chandigarh,2.44,2442.44
sustainable_agriculture,74.9,24,1234,229,Mizoram,1.2,946.8
afforestation,245.53,20,1525,489,Meghalaya,1.87,1937.32
biochar_production,185.87,19,987,918,Telangana,2.42,1210
afforestation,19.97,17,693,328,Mizoram,1.21,385.99
carbon_sequestration,128.43,10,1567,1001,Gujarat,1.02,1496.34
methane_capture,295.44,17,1658,1278,Tamil Nadu,1.15,1427.15
geothermal_energy,69.84,19,777,472,Sikkim,1.29,381.84
solar_power,474.18,14,1646,1414,Maharashtra,1.69,1999.27
carbon_sequestration,353.21,7,1107,462,Mizoram,0.99,872.19
